indiv,Field No.,Band No.,Screen,Sample_type,State,Loc,Lat,Long,Stage,Assignment,Collection.Location,Year,Month,Day,Collector.y,final-map-label,fluidigm_genotyped,rad_genotyped,sub_state,fract_missing_loci
1740-51667,,,RAD,,SD,Waubay NWR,45.4042,-97.3333,Breeding,,EST,2000,6,20,Eben Paxton,29,FALSE,TRUE,SD,0.016483516
1740-51651,,,fluidigm,,ND,Arrowwood NWR,47.2125,-98.842,Breeding,,EST,2000,6,17,Eben Paxton,30,TRUE,FALSE,NA,0.028368794
1740-51653,,,fluidigm,,ND,Arrowwood NWR,47.2125,-98.842,Breeding,,EST,2000,6,17,Eben Paxton,30,TRUE,FALSE,NA,0.028368794
1740-51654,,,fluidigm,,ND,Arrowwood NWR,47.2125,-98.842,Breeding,,EST,2000,6,17,Eben Paxton,30,TRUE,FALSE,NA,0.028368794
1740-91779,,,fluidigm,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,23,Eben Paxton,31,TRUE,FALSE,NA,0.021276596
1740-91780,,,fluidigm,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,24,Eben Paxton,31,TRUE,TRUE,NA,0.024822695
1740-91781,,,fluidigm,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,24,Eben Paxton,31,TRUE,FALSE,NA,0.024822695
1740-91783,,,fluidigm,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,25,Eben Paxton,31,TRUE,TRUE,NA,0.021276596
WIFLA,,,RAD,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,24,Eben Paxton,31,FALSE,TRUE,MN,0
WIFLB,,,RAD,,MN,Elm Creek,45.1333,-93.45,Breeding,,EST,1998,6,24,Eben Paxton,31,FALSE,TRUE,MN,0.038461538
1740-91791,,,RAD,,IN,Willow Slew,40.9833,-87.525,Breeding,,EST,1998,7,3,Eben Paxton,32,FALSE,TRUE,IN,0.010989011
1740-91792,,,RAD,,IN,Willow Slew,40.9833,-87.525,Breeding,,EST,1998,7,3,Eben Paxton,32,FALSE,TRUE,IN,0
1740-91793,,,RAD,,IN,Willow Slew,40.9833,-87.525,Breeding,,EST,1998,7,3,Eben Paxton,32,FALSE,TRUE,IN,0.016483516
1740-91794,,,RAD,,IN,Willow Slew,40.9833,-87.525,Breeding,,EST,1998,7,4,Eben Paxton,32,FALSE,TRUE,IN,0.005494505
2750-97761,,,fluidigm,,MI,Vicksburg,42.1669,-85.518,Breeding,,EST,2016,7,4,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-97762,,,fluidigm,,MI,Vicksburg,42.1669,-85.518,Breeding,,EST,2016,7,4,Mary Whitfield,33,TRUE,FALSE,NA,0.031914894
2710-37143,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,2,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-97753,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,7,1,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-97754,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,7,1,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-97771,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,7,10,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-98990,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,2,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-98995,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,2,Mary Whitfield,33,TRUE,FALSE,NA,0.031914894
2750-98997,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,2,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-99269,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,13,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2750-99292,,,fluidigm,,MI,Augusta,42.2969,-85.324,Breeding,,EST,2016,6,13,Mary Whitfield,33,TRUE,FALSE,NA,0.028368794
2550-06470,,,RAD,,MI,FCTC-SABO,42.84027,-85.303,Breeding,,EST,2015,6,26,Brenda Keith,33,FALSE,TRUE,MI,0.054945055
2730-29419,,,RAD,,MI,FCTC-SABO,42.84027,-85.303,Breeding,,EST,2015,6,19,Brenda Keith,33,FALSE,TRUE,MI,0.054945055
2750-69223,,,RAD,,MI,FCTC-SABO,42.84027,-85.303,Breeding,,EST,2015,6,19,Brenda Keith,33,FALSE,TRUE,MI,0
2750-69228,,,RAD,,MI,FCTC-SABO,42.84027,-85.303,Breeding,,EST,2015,6,19,Brenda Keith,33,FALSE,TRUE,MI,0.032967033
1740-51601,,,fluidigm,,TN,Cross Creek,36.5,-87.787,Breeding,,EST,2000,6,16,Eben Paxton,34,TRUE,FALSE,NA,0.031914894
1740-51604,,,fluidigm,,TN,Cross Creek,36.5,-87.787,Breeding,,EST,2000,6,16,Eben Paxton,34,TRUE,FALSE,NA,0.031914894
1740-51605,,,fluidigm,,TN,Cross Creek,36.5,-87.787,Breeding,,EST,2000,6,16,Eben Paxton,34,TRUE,FALSE,NA,0.028368794
1740-51606,,,fluidigm,,TN,Cross Creek,36.5,-87.787,Breeding,,EST,2000,6,16,Eben Paxton,34,TRUE,FALSE,NA,0.028368794
1740-51612,,,fluidigm,,TN,Mountain City,36.3942,-81.852,Breeding,,EST,2000,6,19,Eben Paxton,34,TRUE,FALSE,NA,0.031914894
1740-51613,,,fluidigm,,TN,Mountain City,36.3942,-81.852,Breeding,,EST,2000,6,19,Eben Paxton,34,TRUE,FALSE,NA,0.028368794
1740-51615,,,fluidigm,,TN,Mountain City,36.3942,-81.852,Breeding,,EST,2000,6,19,Eben Paxton,34,TRUE,FALSE,NA,0.035460993
2290-24394,,,fluidigm,,MD,Lilypons,39.29,-77.43,Breeding,,EST,2004,7,1,Eben Paxton,35,TRUE,FALSE,NA,0.028368794
2290-24377,,,fluidigm,,MD,New Market,39.38,-77.27,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.028368794
2290-24378,,,fluidigm,,MD,New Market,39.38,-77.27,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.028368794
2290-24400,,,fluidigm,,MD,Mount Airy,39.37,-77.15,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.028368794
2290-24398,,,fluidigm,,MD,Piney Run Reservoir,39.4,-76.99,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.031914894
2290-24399,,,fluidigm,,MD,Piney Run Reservoir,39.4,-76.99,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.028368794
2290-24397,,,fluidigm,,MD,Lewisdale 2,38.9737,-76.975,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.031914894
2290-24395,,,fluidigm,,MD,King's Park,38.95,-76.97,Breeding,,EST,2004,7,2,Eben Paxton,35,TRUE,FALSE,NA,0.035460993
2760-18640,,,RAD,,PA,Bethlehem,40.645373,-75.41194,Breeding,,EST,2015,6,24,Tim Kita,36,FALSE,TRUE,PA,0.027472527
2760-18642,,,RAD,,PA,Bethlehem,40.654095,-75.629079,Breeding,,EST,2015,6,27,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18643,,,RAD,,PA,Bethlehem,40.654095,-75.629079,Breeding,,EST,2015,6,28,Tim Kita,36,FALSE,TRUE,PA,0.010989011
2760-18645,,,RAD,,PA,Bethlehem,40.654095,-75.629079,Breeding,,EST,2015,6,28,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18641,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,6,25,Tim Kita,36,FALSE,TRUE,PA,0.027472527
2760-18646,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,6,30,Tim Kita,36,FALSE,TRUE,PA,0.005494505
2760-18647,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,6,30,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18657,,,RAD,,PA,Orefield,40.654095,-75.629079,Breeding,,EST,2015,7,11,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18658,,,RAD,,PA,Orefield,40.654095,-75.629079,Breeding,,EST,2015,7,11,Tim Kita,36,FALSE,TRUE,PA,0
2760-18661,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,7,17,Tim Kita,36,FALSE,TRUE,PA,0.021978022
2760-18662,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,7,17,Tim Kita,36,FALSE,TRUE,PA,0.027472527
2760-18663,,,RAD,,PA,Orefield,40.655104,-75.669033,Breeding,,EST,2015,7,17,Tim Kita,36,FALSE,TRUE,PA,0.021978022
2760-18636,,,RAD,,PA,Bath,40.754404,-75.453241,Breeding,,EST,2015,6,23,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18638,,,RAD,,PA,Bath,40.754404,-75.453241,Breeding,,EST,2015,6,23,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18648,,,RAD,,PA,Bath,40.742759,-75.335646,Breeding,,EST,2015,6,30,Tim Kita,36,FALSE,TRUE,PA,0.021978022
2760-18655,,,RAD,,PA,Hellertown,40.553651,-75.305571,Breeding,,EST,2015,7,10,Tim Kita,36,FALSE,TRUE,PA,0.104395604
2760-18656,,,RAD,,PA,Hellertown,40.553651,-75.305571,Breeding,,EST,2015,7,10,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18653,,,RAD,,PA,Easton,40.692697,-75.294579,Breeding,,EST,2015,7,3,Tim Kita,36,FALSE,TRUE,PA,0.016483516
2760-18654,,,RAD,,PA,Easton,40.692697,-75.294579,Breeding,,EST,2015,7,4,Tim Kita,36,FALSE,TRUE,PA,0.021978022
2760-18659,,,RAD,,PA,Easton,40.692697,-75.294579,Breeding,,EST,2015,7,12,Tim Kita,36,FALSE,TRUE,PA,0.010989011
2760-18660,,,RAD,,PA,Easton,40.692697,-75.294579,Breeding,,EST,2015,7,14,Tim Kita,36,FALSE,TRUE,PA,0.016483516
1740-91785,,,fluidigm,,NY,Black Creek SWMA,42.65,-73.933,Breeding,,EST,1998,6,28,Eben Paxton,37,TRUE,TRUE,NA,0.031914894
1740-91786,,,fluidigm,,NY,Black Creek SWMA,42.65,-73.933,Breeding,,EST,1998,6,28,Eben Paxton,37,TRUE,TRUE,NA,0.035460993
1740-91784,,,RAD,,NY,Tower Road,43.3833,-73.9083,Breeding,,EST,1998,6,27,Eben Paxton,37,FALSE,TRUE,NY,0.071428571
1740-91788,,,RAD,,NY,Jen Owen's Mom's House,43.375,-73.7,Breeding,,EST,1998,6,30,Eben Paxton,37,FALSE,TRUE,NY,0.005494505
1740-91789,,,RAD,,NY,Jen Owen's Mom's House,43.375,-73.7,Breeding,,EST,1998,7,1,Eben Paxton,37,FALSE,TRUE,NY,0.016483516
1740-91790,,,RAD,,NY,Jen Owen's Mom's House,43.375,-73.7,Breeding,,EST,1998,7,1,Eben Paxton,37,TRUE,TRUE,NA,0.016483516
